augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,4,집 여러 가지 불,건물에 불이 났어요.
BR,5,병원 불,병원에 불이 났어요.
BR,6,마음 불,마음에 불이 났어요.
BR,7,집 소문,집에 소문이 났어요.
BR,8,삭제 10분 전,10분 내로 삭제합니다.
BR,9,당 10분 전,10분 내로 당합니다.
BR,10,서다 나타내다 10분 전,10분 내로 등장합니다.
BR,11,말하다 10분,10분 뒤에 말하나요?
BR,12,시작 10분,10분 뒤에 시작합니다.
BR,13,작성 10분,10분 뒤에 작성합니다.
BR,14,추가 10분,10분 뒤에 추가합니다.
BR,15,발생 10분,10분 뒤에 발생합니다.
BR,16,출발 10분,10분 뒤에 출발합니다.
BR,17,서다 나타내다 10분,10분 뒤에 등장합니다.
BR,18,종료 10분,10분 뒤에 종료합니다.
BR,19,112 작성 부탁,112에 작성해주세요.
BR,20,112 추가 부탁,112에 추가해주세요.
BR,21,112 참가 부탁,112에 참가해주세요.
BR,22,말하다 1시간 전,1시간 내로 말하나요?
BR,23,종료 1시간 전,1시간 내로 종료합니다.
BR,24,행동 계속 1시간 전,1시간 내로 진행합니다.
BR,25,이동 1시간 전,1시간 내로 이동합니다.
BR,26,출발 1시간 전,1시간 내로 출발합니다.
BR,27,해결 1시간 전,1시간 내로 해결합니다.
BR,28,시작 1시간 전,1시간 내로 시작합니다.
BR,29,-다가 중지 1시간 전,1시간 내로 중단합니다.
BR,30,방송 1시간 전,1시간 내로 방송합니다.
BR,31,작성 1시간 전,1시간 내로 작성합니다.
BR,32,사용 1시간 전,1시간 내로 사용합니다.
BR,33,시작 1시,1시에 시작합니다.
BR,34,출발 1시,1시에 출발합니다.
BR,35,말 1시,1시에 말합니다.
BR,36,종료 1시,1시에 종료합니다.
BR,37,기본 균형 1시,1시에 기준합니다.
BR,38,1호 사람 무엇,1호선을 타는 사람은 어디인가요?
BR,39,1호 분 무엇,1호선을 타는 분은 어디인가요?
BR,40,1호 길 무엇,1호선을 타는 길은 어디인가요?
BR,41,1호 기차 곳 무엇,1호선을 타는 역은 어디인가요?
BR,42,1호 T 동아리 무엇,1호선을 타는 팀은 어디인가요?
BR,43,1호 문 무엇,1호선을 타는 문은 어디인가요?
BR,44,카드 1회 쓰다,1회용 카드도 쓰나요?
BR,45,줄을 긋는 동작 자의 모양을 나타내는 동작 1회,1회용 자입니다.
BR,46,2016 새롭다 날 계속,"2016년, 새해가 계속된다"
BR,47,2016 새롭다 날 기다리다 간절,"2016년, 새해가 기대된다"
BR,48,2016 새롭다 날 준비,"2016년, 새해가 준비된다"
BR,49,출발 3시,3시에 출발합니다.
BR,50,시작 3시,3시에 시작합니다.
BR,51,말 3시,3시에 말합니다.
BR,52,방송 3시,3시에 방송합니다.
BR,53,종료 3시,3시에 종료합니다.
BR,54,말하다 40분,40분 뒤에 말하나요?
BR,55,50분 희다 보석,50분 은 소요됩니다.
BR,56,50분 이나,50분 이나 소요됩니다.
BR,57,50분 마다,50분 마다 소요됩니다.
BR,58,지금 말 해보다,가기전에 먼저 말로 물어보자
BR,59,지금 영어 해보다,가기전에 먼저 영어로 물어보자
BR,60,시간 가능 -면 짧다 동안 동안 시골 가다 살다 원하다,가능하면 잠시동안 시골에 가서 지내고 싶어
BR,61,시간 가능 -면 주름을 잡는 동작 동안 동안 시골 가다 살다 원하다,가능하면 평생동안 시골에 가서 지내고 싶어
BR,62,시간 가능 -면 얼마 동안 시골 가다 살다 원하다,가능하면 얼마동안 시골에 가서 지내고 싶어
BR,63,시간 가능 -면 며칠 동안 시골 가다 살다 원하다,가능하면 며칠동안 시골에 가서 지내고 싶어
BR,64,시간 가능 -면 이틀 희다 보석 시골 가다 살다 원하다,가능하면 이틀은 시골에 가서 지내고 싶어
BR,65,시간 가능 -면 이틀 간 시골 가다 살다 원하다,가능하면 이틀간 시골에 가서 지내고 싶어
BR,66,시간 가능 -면 이틀 동안 집 가다 살다 원하다,가능하면 이틀동안 집에 가서 지내고 싶어
BR,67,시간 가능 -면 이틀 동안 학교 가다 살다 원하다,가능하면 이틀동안 학교에 가서 지내고 싶어
BR,68,시간 가능 -면 이틀 동안 밖 가다 살다 원하다,가능하면 이틀동안 밖에 가서 지내고 싶어
BR,69,시간 가능 -면 이틀 동안 병원 가다 살다 원하다,가능하면 이틀동안 병원에 가서 지내고 싶어
BR,70,생각 꿈,이상한가요?
BR,71,살피다 일,감사합니다.
BR,72,시작,시작합니다.
BR,73,손을 흔드는 동작 초대,환영합니다.
BR,74,패배,패배합니다.
BR,75,공격,공격합니다.
BR,76,후퇴,후퇴합니다.
BR,77,실패,실패합니다.
BR,78,처리,처리합니다.
BR,79,부탁,부탁합니다.
BR,80,퇴각,퇴각합니다.
BR,81,사망,사망합니다.
BR,82,보다,보다
BR,83,하다,하다
BR,84,맞다,맞다
BR,85,쓰다,쓰다
BR,86,지갑 잃어버리다,지갑을 분실하셨나요?
BR,87,보물 잃어버리다,보물을 분실하셨나요?
BR,88,휴대폰 잃어버리다,휴대폰을 분실하셨나요?
BR,89,핸드폰 잃어버리다,핸드폰을 분실하셨나요?
BR,90,책 잃어버리다,책을 분실하셨나요?
BR,91,지갑 없다 잃어버리다,지갑을 분실하셨나요?
BR,92,보물 없다 잃어버리다,보물을 분실하셨나요?
BR,93,휴대폰 없다 잃어버리다,휴대폰을 분실하셨나요?
BR,94,핸드폰 없다 잃어버리다,핸드폰을 분실하셨나요?
BR,95,책 없다 잃어버리다,책을 분실하셨나요?
BR,96,지갑 실종,지갑을 분실하셨나요?
BR,97,보물 실종,보물을 분실하셨나요?
BR,98,휴대폰 실종,휴대폰을 분실하셨나요?
BR,99,핸드폰 실종,핸드폰을 분실하셨나요?
BR,100,책 실종,책을 분실하셨나요?
BR,101,지갑 없다 실종,지갑을 분실하셨나요?
BR,102,보물 없다 실종,보물을 분실하셨나요?
BR,103,휴대폰 없다 실종,휴대폰을 분실하셨나요?
BR,104,핸드폰 없다 실종,핸드폰을 분실하셨나요?
BR,105,책 없다 실종,책을 분실하셨나요?
BR,106,지갑 찾다 실종,지갑을 분실하셨나요?
BR,107,보물 찾다 실종,보물을 분실하셨나요?
BR,108,휴대폰 찾다 실종,휴대폰을 분실하셨나요?
BR,109,핸드폰 찾다 실종,핸드폰을 분실하셨나요?
BR,110,책 찾다 실종,책을 분실하셨나요?
BR,111,지갑 사라지다 실종,지갑을 분실하셨나요?
BR,112,보물 사라지다 실종,보물을 분실하셨나요?
BR,113,휴대폰 사라지다 실종,휴대폰을 분실하셨나요?
BR,114,핸드폰 사라지다 실종,핸드폰을 분실하셨나요?
BR,115,책 사라지다 실종,책을 분실하셨나요?
BR,116,지갑 잃어버리다 실종,지갑을 분실하셨나요?
BR,117,보물 잃어버리다 실종,보물을 분실하셨나요?
BR,118,휴대폰 잃어버리다 실종,휴대폰을 분실하셨나요?
BR,119,핸드폰 잃어버리다 실종,핸드폰을 분실하셨나요?
BR,120,책 잃어버리다 실종,책을 분실하셨나요?
BR,121,지갑 실종 잃어버리다,지갑을 분실하셨나요?
BR,122,보물 실종 잃어버리다,보물을 분실하셨나요?
BR,123,휴대폰 실종 잃어버리다,휴대폰을 분실하셨나요?
BR,124,핸드폰 실종 잃어버리다,핸드폰을 분실하셨나요?
BR,125,책 실종 잃어버리다,책을 분실하셨나요?
BR,126,기억 잃어버리다,기억을 잃어버렸습니다.
BR,127,길 잃어버리다,길을 잃어버렸습니다.
BR,128,빛 잃어버리다,빛을 잃어버렸습니다.
BR,129,의식 잃어버리다,의식을 잃어버렸습니다.
BR,130,정신 잃어버리다,정신을 잃어버렸습니다.
BR,131,웃음 잃어버리다,웃음을 잃어버렸습니다.
BR,132,답 잃어버리다,답을 잃어버렸습니다.
BR,133,보물 잃어버리다,보물을 잃어버렸습니다.
BR,134,지갑 잃어버리다,지갑을 잃어버렸습니다.
BR,135,목을 자르는 동작 숨 잃어버리다,목숨을 잃어버렸습니다.
BR,136,기억 없다 잃어버리다,기억을 잃어버렸습니다.
BR,137,길 없다 잃어버리다,길을 잃어버렸습니다.
BR,138,빛 없다 잃어버리다,빛을 잃어버렸습니다.
BR,139,의식 없다 잃어버리다,의식을 잃어버렸습니다.
BR,140,정신 없다 잃어버리다,정신을 잃어버렸습니다.
BR,141,웃음 없다 잃어버리다,웃음을 잃어버렸습니다.
BR,142,답 없다 잃어버리다,답을 잃어버렸습니다.
BR,143,보물 없다 잃어버리다,보물을 잃어버렸습니다.
BR,144,지갑 없다 잃어버리다,지갑을 잃어버렸습니다.
BR,145,목을 자르는 동작 숨 없다 잃어버리다,목숨을 잃어버렸습니다.
BR,146,기억 실종,기억을 잃어버렸습니다.
BR,147,길 실종,길을 잃어버렸습니다.
BR,148,빛 실종,빛을 잃어버렸습니다.
BR,149,의식 실종,의식을 잃어버렸습니다.
BR,150,정신 실종,정신을 잃어버렸습니다.
BR,151,웃음 실종,웃음을 잃어버렸습니다.
BR,152,답 실종,답을 잃어버렸습니다.
BR,153,보물 실종,보물을 잃어버렸습니다.
BR,154,지갑 실종,지갑을 잃어버렸습니다.
BR,155,목을 자르는 동작 숨 실종,목숨을 잃어버렸습니다.
BR,156,기억 없다 실종,기억을 잃어버렸습니다.
BR,157,길 없다 실종,길을 잃어버렸습니다.
BR,158,빛 없다 실종,빛을 잃어버렸습니다.
BR,159,의식 없다 실종,의식을 잃어버렸습니다.
BR,160,정신 없다 실종,정신을 잃어버렸습니다.
BR,161,웃음 없다 실종,웃음을 잃어버렸습니다.
BR,162,답 없다 실종,답을 잃어버렸습니다.
BR,163,보물 없다 실종,보물을 잃어버렸습니다.
BR,164,지갑 없다 실종,지갑을 잃어버렸습니다.
BR,165,목을 자르는 동작 숨 없다 실종,목숨을 잃어버렸습니다.
BR,166,기억 찾다 실종,기억을 잃어버렸습니다.
BR,167,길 찾다 실종,길을 잃어버렸습니다.
BR,168,빛 찾다 실종,빛을 잃어버렸습니다.
BR,169,의식 찾다 실종,의식을 잃어버렸습니다.
BR,170,정신 찾다 실종,정신을 잃어버렸습니다.
BR,171,웃음 찾다 실종,웃음을 잃어버렸습니다.
BR,172,답 찾다 실종,답을 잃어버렸습니다.
BR,173,보물 찾다 실종,보물을 잃어버렸습니다.
BR,174,지갑 찾다 실종,지갑을 잃어버렸습니다.
BR,175,목을 자르는 동작 숨 찾다 실종,목숨을 잃어버렸습니다.
BR,176,기억 사라지다 실종,기억을 잃어버렸습니다.
BR,177,길 사라지다 실종,길을 잃어버렸습니다.
BR,178,빛 사라지다 실종,빛을 잃어버렸습니다.
BR,179,의식 사라지다 실종,의식을 잃어버렸습니다.
BR,180,정신 사라지다 실종,정신을 잃어버렸습니다.
BR,181,웃음 사라지다 실종,웃음을 잃어버렸습니다.
BR,182,답 사라지다 실종,답을 잃어버렸습니다.
BR,183,보물 사라지다 실종,보물을 잃어버렸습니다.
BR,184,지갑 사라지다 실종,지갑을 잃어버렸습니다.
BR,185,목을 자르는 동작 숨 사라지다 실종,목숨을 잃어버렸습니다.
BR,186,기억 잃어버리다 실종,기억을 잃어버렸습니다.
BR,187,길 잃어버리다 실종,길을 잃어버렸습니다.
BR,188,빛 잃어버리다 실종,빛을 잃어버렸습니다.
BR,189,의식 잃어버리다 실종,의식을 잃어버렸습니다.
BR,190,정신 잃어버리다 실종,정신을 잃어버렸습니다.
BR,191,웃음 잃어버리다 실종,웃음을 잃어버렸습니다.
BR,192,답 잃어버리다 실종,답을 잃어버렸습니다.
BR,193,보물 잃어버리다 실종,보물을 잃어버렸습니다.
BR,194,지갑 잃어버리다 실종,지갑을 잃어버렸습니다.
BR,195,목을 자르는 동작 숨 잃어버리다 실종,목숨을 잃어버렸습니다.
BR,196,기억 실종 잃어버리다,기억을 잃어버렸습니다.
BR,197,길 실종 잃어버리다,길을 잃어버렸습니다.
BR,198,빛 실종 잃어버리다,빛을 잃어버렸습니다.
BR,199,의식 실종 잃어버리다,의식을 잃어버렸습니다.
BR,200,정신 실종 잃어버리다,정신을 잃어버렸습니다.
BR,201,웃음 실종 잃어버리다,웃음을 잃어버렸습니다.
BR,202,답 실종 잃어버리다,답을 잃어버렸습니다.
BR,203,보물 실종 잃어버리다,보물을 잃어버렸습니다.
BR,204,지갑 실종 잃어버리다,지갑을 잃어버렸습니다.
BR,205,목을 자르는 동작 숨 실종 잃어버리다,목숨을 잃어버렸습니다.
BR,206,피 흐르다 고장 흐르다,피가 새고 있는 것 같아요.
BR,207,검정 기체 고장 흐르다,연기가 새고 있는 것 같아요.
BR,208,공기 고장 흐르다,공기가 새고 있는 것 같아요.
BR,209,냄새 고장 흐르다,냄새가 새고 있는 것 같아요.
BR,210,소리 고장 흐르다,소리가 새고 있는 것 같아요.
BR,211,냄새 겨드랑이에 향수를 뿌리는 동작 고장 흐르다,향수가 새고 있는 것 같아요.
BR,212,파랑 상하다 고장 흐르다,곰팡이가 새고 있는 것 같아요.
BR,213,피 흐르다 고장 흐르다,피가 새고 있어요.
BR,214,공기 고장 흐르다,공기가 새고 있어요.
BR,215,검정 기체 고장 흐르다,연기가 새고 있어요.
BR,216,냄새 고장 흐르다,냄새가 새고 있어요.
BR,217,소리 고장 흐르다,소리가 새고 있어요.
BR,218,비 고장 흐르다,비가 새고 있어요.
BR,219,희다 흐리다 고장 흐르다,안개가 새고 있어요.
BR,220,생명 튼튼하다 고장 흐르다,생기가 새고 있어요.
BR,221,비행기  안  차  가지다  가능,차를 기내에 가져갈 수 있나요?
BR,222,비행기  안  비행기  가지다  가능,비행기를 기내에 가져갈 수 있나요?
BR,223,비행기  안  코 차  가지다  가능,커피를 기내에 가져갈 수 있나요?
BR,224,비행기  안  뺨의 분홍색을 가리키는 동작 차  가지다  가능,홍차를 기내에 가져갈 수 있나요?
BR,225,비행기  안  피자  가지다  가능,피자를 기내에 가져갈 수 있나요?
BR,226,비행기  안  냄새 겨드랑이에 향수를 뿌리는 동작  가지다  가능,향수를 기내에 가져갈 수 있나요?
BR,227,차  비행기  안  가지다  가능,차를 기내에 가져갈 수 있나요?
BR,228,비행기  비행기  안  가지다  가능,비행기를 기내에 가져갈 수 있나요?
BR,229,코 차  비행기  안  가지다  가능,커피를 기내에 가져갈 수 있나요?
BR,230,뺨의 분홍색을 가리키는 동작 차  비행기  안  가지다  가능,홍차를 기내에 가져갈 수 있나요?
BR,231,피자  비행기  안  가지다  가능,피자를 기내에 가져갈 수 있나요?
BR,232,냄새 겨드랑이에 향수를 뿌리는 동작  비행기  안  가지다  가능,향수를 기내에 가져갈 수 있나요?
BR,233,차  짐  맡기다  가능,차를 위탁 수하물로 보낼 수 있나요?
BR,234,서비스  짐  맡기다  가능,서비스를 위탁 수하물로 보낼 수 있나요?
BR,235,눈 나타나 보임  짐  맡기다  가능,표를 위탁 수하물로 보낼 수 있나요?
BR,236,계절 따뜻하다 되다 세상 노랗다 변하다,봄이 되면 온 세상이 노랗다
